1977.67,1988.00,509.75,0.031,2.71,3.880,2
1988.69,2018.00,532.24,0.125,2.73,3.736,2
1991.27,2002.00,769.37,0.016,2.89,2.588,2
1975.98,1992.00,489.27,0.031,2.69,4.039,2
1998.77,2004.00,592.26,0.000,2.77,3.375,2
1979.52,1987.00,1520.19,0.094,3.18,1.302,2
1972.88,2002.00,1508.19,0.188,3.18,1.308,2
1987.43,2004.00,1289.84,0.172,3.11,1.541,2
1987.58,1992.00,446.16,0.000,2.65,4.455,2
1992.82,2002.00,529.03,0.000,2.72,3.767,2
1988.89,1992.00,489.98,0.000,2.69,4.059,2
2000.14,2005.00,573.64,0.000,2.76,3.487,2
1973.81,1977.00,503.32,0.094,2.70,3.922,2
1991.83,2003.00,1253.67,0.469,3.10,1.589,2
1985.41,2006.00,1471.20,0.172,3.17,1.350,2
1985.01,1994.00,784.13,0.125,2.89,2.531,2
1990.03,1992.00,567.43,0.000,2.75,3.507,2
1989.30,2023.00,668.88,0.000,2.83,2.974,2
1990.68,2023.00,464.68,0.016,2.67,4.284,2
1979.52,1987.00,346.04,0.000,2.54,5.720,2
1985.42,1991.00,320.01,0.031,2.51,6.204,2
1982.75,1991.00,594.83,0.188,2.77,3.333,2
1990.72,2007.00,1585.19,0.203,3.20,1.256,2
1992.96,2005.00,1298.90,0.062,3.11,1.534,2
1990.08,2002.00,1157.28,0.078,3.06,1.720,2
1989.45,1992.00,343.44,0.000,2.54,5.793,2
1985.94,1991.00,1075.77,0.047,3.03,1.846,2
1983.29,1988.00,473.20,0.000,2.68,4.191,2
1987.67,1990.00,408.19,0.000,2.61,4.869,2
2012.42,2042.00,1217.93,0.016,3.09,1.652,2
2007.21,2023.00,574.50,0.156,2.76,3.494,2
1986.36,2006.00,1367.30,0.281,3.14,1.453,2
2013.25,2041.00,1260.48,0.234,3.10,1.597,2
1954.47,1960.00,1782.30,0.234,3.25,1.097,2
1973.50,1976.00,375.96,0.000,2.58,5.249,2
2004.02,2007.00,430.35,0.125,2.63,4.657,2
1974.73,2024.00,692.86,0.000,2.84,2.850,2
1974.11,1977.00,333.88,0.000,2.52,5.913,2
2011.27,2019.00,403.79,0.000,2.61,4.981,2
1966.81,1984.00,1245.89,0.438,3.10,1.579,2
1899.89,1927.00,1409.20,0.297,3.15,1.348,2
2002.20,2041.00,615.91,0.141,2.79,3.251,2
1927.87,1939.00,452.98,0.000,2.66,4.256,2
1929.15,1943.00,340.63,0.000,2.53,5.663,2
2000.32,2005.00,392.42,0.000,2.59,5.097,2
1974.27,1976.00,404.44,0.000,2.61,4.881,2
1995.61,2005.00,390.02,0.000,2.59,5.117,2
2004.97,2008.00,366.02,0.000,2.56,5.478,2
1989.77,1993.00,558.52,0.344,2.75,3.563,2
1974.09,2003.00,1557.73,0.062,3.19,1.267,2
1981.32,1993.00,645.22,0.203,2.81,3.071,2
1989.91,2019.00,473.26,0.000,2.68,4.205,2
1983.19,1988.00,375.32,0.000,2.57,5.284,2
1985.45,1990.00,413.91,0.000,2.62,4.797,2
1987.34,2002.00,405.30,0.000,2.61,4.903,2
1989.25,1992.00,380.97,0.000,2.58,5.222,2
2015.04,2021.00,479.05,0.000,2.68,4.206,2
1994.53,2002.00,694.78,0.438,2.84,2.871,2
1983.21,1988.00,438.65,0.031,2.64,4.521,2
1983.17,2009.00,1077.86,0.109,3.03,1.840,2
1977.25,1990.00,831.20,0.422,2.92,2.379,2
1974.56,1985.00,285.07,0.000,2.45,6.926,2
1979.55,1986.00,384.46,0.000,2.58,5.149,2
1988.13,1990.00,419.00,0.000,2.62,4.745,2
1989.85,2007.00,381.27,0.000,2.58,5.219,2
1992.78,2002.00,399.65,0.000,2.60,4.986,2
2004.64,2007.00,381.96,0.000,2.58,5.248,2
1988.77,1994.00,675.80,0.094,2.83,2.943,2
1976.99,2005.00,1406.92,0.156,3.15,1.405,2
1977.96,1992.00,524.50,0.281,2.72,3.771,2
1985.95,1993.00,414.74,0.000,2.62,4.788,2
1988.16,1991.00,401.28,0.000,2.60,4.955,2
1984.50,1988.00,396.95,0.000,2.60,4.999,2
1987.07,1990.00,389.31,0.000,2.59,5.104,2
1989.47,1992.00,400.86,0.000,2.60,4.963,2
1997.24,2005.00,488.77,0.188,2.69,4.086,2
1983.10,1987.00,698.28,0.109,2.84,2.840,2
1982.43,2008.00,1341.12,0.203,3.13,1.478,2
1978.71,1994.00,607.76,0.125,2.78,3.256,2
1980.38,1987.00,1157.52,0.297,3.06,1.711,2
1987.31,1992.00,414.19,0.000,2.62,4.798,2
1986.00,1989.00,491.93,0.000,2.69,4.037,2
1988.64,1991.00,376.64,0.000,2.58,5.280,2
1986.66,1988.00,399.86,0.000,2.60,4.968,2
1994.28,2005.00,389.92,0.000,2.59,5.115,2
1997.63,2004.00,403.83,0.031,2.61,4.947,2
1979.62,2007.00,1323.58,0.250,3.12,1.496,2
1981.20,2001.00,780.01,0.125,2.89,2.540,2
1981.63,1989.00,615.78,0.062,2.79,3.218,2
1981.52,1988.00,352.09,0.000,2.55,5.628,2
1985.77,1988.00,373.55,0.000,2.57,5.316,2
1987.95,1991.00,405.28,0.000,2.61,4.905,2
1988.41,1991.00,402.15,0.000,2.60,4.944,2
1989.14,1991.00,373.47,0.000,2.57,5.326,2
2003.98,2006.00,439.21,0.000,2.64,4.563,2
1986.78,1992.00,425.54,0.000,2.63,4.669,2
1976.89,2007.00,1309.01,0.172,3.12,1.510,2
1977.35,1992.00,527.65,0.156,2.72,3.747,2
1987.54,2024.00,256.72,0.000,2.41,7.742,2
1983.43,1988.00,367.09,0.000,2.56,5.403,2
1981.62,2003.00,401.23,0.000,2.60,4.939,2
1985.24,1988.00,359.82,0.000,2.56,5.517,2
1987.38,1990.00,438.83,0.000,2.64,4.529,2
1991.61,2002.00,337.08,0.000,2.53,5.909,2
1989.72,2000.00,509.40,0.281,2.71,3.906,2
1985.83,2019.00,1301.22,0.203,3.11,1.526,2
1984.84,2019.00,1309.33,0.094,3.12,1.516,2
1979.31,1991.00,665.82,0.125,2.82,2.973,2
1976.72,2006.00,426.74,0.000,2.63,4.632,2
1980.21,1986.00,379.34,0.000,2.58,5.220,2
1976.47,1986.00,506.12,0.000,2.70,3.905,2
1991.20,2001.00,402.10,0.000,2.60,4.952,2
1988.84,1991.00,386.97,0.000,2.59,5.140,2
1987.91,1991.00,388.19,0.000,2.59,5.121,2
2003.64,2007.00,659.10,0.125,2.82,3.040,2
1984.38,1990.00,668.99,0.078,2.83,2.966,2
1975.34,1994.00,1369.58,0.078,3.14,1.442,2
1980.93,2002.00,531.62,0.109,2.73,3.726,2
1987.20,1990.00,389.84,0.000,2.59,5.098,2
1980.90,1988.00,386.70,0.000,2.59,5.123,2
1979.05,1987.00,363.43,0.000,2.56,5.445,2
1986.81,1990.00,370.55,0.000,2.57,5.362,2
1988.17,1990.00,425.45,0.000,2.63,4.673,2
1985.02,1991.00,387.54,0.000,2.59,5.122,2
2003.93,2007.00,385.17,0.000,2.59,5.203,2
1987.69,1991.00,640.32,0.156,2.81,3.104,2
1976.07,2002.00,1459.10,0.188,3.16,1.354,2
1982.67,2006.00,920.40,0.078,2.96,2.154,2
1977.34,1987.00,448.95,0.031,2.65,4.404,2
1984.81,1987.00,375.18,0.000,2.57,5.290,2
1985.27,1988.00,366.52,0.000,2.56,5.416,2
1984.35,1989.00,402.41,0.000,2.60,4.931,2
1987.67,1991.00,394.86,0.000,2.60,5.034,2
1991.42,2000.00,346.06,0.000,2.54,5.755,2
1991.27,2000.00,369.99,0.000,2.57,5.382,2
1976.53,1986.00,1074.17,0.312,3.03,1.840,2
1977.47,2005.00,1497.00,0.156,3.18,1.321,2
1984.48,2002.00,547.10,0.125,2.74,3.627,2
1978.52,1988.00,561.17,0.031,2.75,3.526,2
1986.25,1988.00,404.67,0.000,2.61,4.908,2
1984.05,1987.00,396.56,0.000,2.60,5.003,2
1980.15,1989.00,395.40,0.000,2.60,5.008,2
1988.10,1991.00,405.42,0.000,2.61,4.904,2
1991.22,2002.00,384.87,0.000,2.59,5.174,2
1991.42,2001.00,373.77,0.000,2.57,5.328,2
1995.38,2002.00,369.05,0.000,2.57,5.407,2
1981.08,2002.00,805.85,0.266,2.91,2.458,2
1975.68,2004.00,1490.24,0.141,3.17,1.326,2
1979.02,2002.00,716.87,0.203,2.86,2.761,2
1979.93,1987.00,1001.40,0.219,3.00,1.977,2
1990.25,2003.00,439.36,0.000,2.64,4.530,2
1982.82,1987.00,417.28,0.000,2.62,4.752,2
1976.97,1988.00,378.60,0.000,2.58,5.222,2
1981.41,1989.00,355.42,0.000,2.55,5.575,2
1984.33,1988.00,412.12,0.000,2.62,4.815,2
2037.67,2046.00,408.67,0.000,2.61,4.986,2
2007.85,2019.00,373.37,0.000,2.57,5.378,2
2005.64,2008.00,529.08,0.219,2.72,3.791,2
1965.40,2000.00,1369.64,0.141,3.14,1.435,2
1987.06,2017.00,659.39,0.062,2.82,3.013,2
1978.20,1991.00,798.35,0.281,2.90,2.478,2
1973.11,1989.00,195.94,0.047,2.29,10.070,2
1975.09,1984.00,400.81,0.000,2.60,4.928,2
1991.64,2002.00,366.16,0.000,2.56,5.439,2
1986.89,1990.00,420.54,0.000,2.62,4.725,2
1979.14,1986.00,389.99,0.000,2.59,5.075,2
1989.42,1991.00,397.44,0.000,2.60,5.006,2
1999.53,2004.00,483.31,0.000,2.68,4.137,2
1977.52,1986.00,999.89,0.234,3.00,1.978,2
1976.95,1994.00,1413.07,0.141,3.15,1.399,2
1979.55,2002.00,792.32,0.047,2.90,2.498,2
1982.48,1988.00,1650.25,0.266,3.22,1.201,2
1991.30,2005.00,412.73,0.000,2.62,4.825,2
1973.77,1984.00,395.83,0.000,2.60,4.986,2
1993.54,2005.00,396.39,0.000,2.60,5.029,2
1988.52,1991.00,352.55,0.000,2.55,5.640,2
2000.24,2007.00,452.05,0.000,2.66,4.425,2
2032.54,2048.00,450.68,0.000,2.65,4.510,2
1979.82,2004.00,1466.64,0.172,3.17,1.350,2
1977.84,1991.00,1205.39,0.125,3.08,1.641,2
1974.18,1990.00,1045.83,0.203,3.02,1.888,2
1986.50,1989.00,1583.33,0.344,3.20,1.255,2
1988.25,1990.00,302.15,0.000,2.48,6.580,2
1986.30,1989.00,411.35,0.000,2.61,4.829,2
1983.02,1988.00,410.23,0.000,2.61,4.834,2
1985.37,1991.00,394.30,0.000,2.60,5.035,2
1985.99,1993.00,373.55,0.000,2.57,5.317,2
1991.24,2000.00,384.34,0.000,2.58,5.181,2
1974.38,1984.00,595.98,0.250,2.78,3.313,2
1976.39,2003.00,1460.88,0.156,3.16,1.353,2
1977.48,1994.00,1126.21,0.156,3.05,1.756,2
1978.34,2001.00,1315.36,0.062,3.12,1.504,2
1990.13,2001.00,533.08,0.016,2.73,3.733,2
1985.10,1988.00,372.24,0.000,2.57,5.333,2
1977.53,1986.00,434.94,0.000,2.64,4.547,2
1985.88,1992.00,409.78,0.000,2.61,4.846,2
1985.17,1992.00,394.09,0.000,2.60,5.037,2
1987.30,1990.00,394.61,0.000,2.60,5.036,2
1985.97,1989.00,515.74,0.203,2.71,3.851,2
1979.25,2003.00,1470.39,0.125,3.17,1.346,2
1977.96,2001.00,1318.77,0.156,3.12,1.500,2
1983.82,1992.00,958.13,0.000,2.98,2.071,2
1986.18,2024.00,1474.45,0.344,3.17,1.347,2
1980.49,1986.00,425.81,0.000,2.63,4.651,2
1984.81,1988.00,337.00,0.000,2.53,5.890,2
1982.35,2008.00,509.10,0.109,2.71,3.894,2
1986.64,1989.00,414.27,0.000,2.62,4.796,2
1985.56,2008.00,391.60,0.000,2.59,5.070,2
1985.94,2003.00,761.11,0.188,2.88,2.609,2
1979.51,2005.00,1492.48,0.172,3.17,1.326,2
1985.43,2002.00,1500.43,0.109,3.18,1.323,2
1978.84,1991.00,1261.98,0.047,3.10,1.568,2
1973.71,1976.00,344.48,0.031,2.54,5.730,2
1988.77,1992.00,357.25,0.000,2.55,5.567,2
1975.13,1985.00,446.31,0.000,2.65,4.426,2
1983.05,2000.00,378.37,0.000,2.58,5.241,2
1986.04,2002.00,401.17,0.000,2.60,4.951,2
1989.33,2024.00,474.77,0.000,2.68,4.190,2
1993.19,2008.00,358.76,0.125,2.55,5.556,2
1995.30,2003.00,396.24,0.062,2.60,5.036,2
1980.03,2005.00,1485.30,0.156,3.17,1.333,2
1988.01,2004.00,792.93,0.141,2.90,2.507,2
1982.10,1991.00,760.14,0.047,2.88,2.608,2
1987.11,2000.00,1602.91,0.297,3.20,1.240,2
1974.94,1988.00,1299.95,0.297,3.11,1.519,2
1982.77,1987.00,331.25,0.000,2.52,5.986,2
1984.92,1988.00,385.15,0.000,2.59,5.154,2
1989.10,1992.00,498.17,0.000,2.70,3.993,2
1989.36,1992.00,491.39,0.000,2.69,4.048,2
1981.66,1991.00,846.70,0.188,2.93,2.340,2
1981.29,1987.00,714.96,0.000,2.85,2.771,2
1976.01,1990.00,1431.88,0.156,3.16,1.380,2
1979.28,1991.00,918.03,0.328,2.96,2.156,2
1980.17,2001.00,1474.92,0.172,3.17,1.343,2
1992.07,2018.00,475.99,0.000,2.68,4.185,2
1980.77,1988.00,387.12,0.000,2.59,5.117,2
1978.80,1988.00,455.13,0.000,2.66,4.348,2
1990.61,1993.00,392.95,0.000,2.59,5.066,2
1984.61,1989.00,448.18,0.000,2.65,4.428,2
1987.94,1992.00,413.48,0.000,2.62,4.808,2
2003.78,2027.00,364.25,0.000,2.56,5.501,2
1958.29,1989.00,1431.85,0.062,3.16,1.368,2
1969.87,1987.00,1261.05,0.031,3.10,1.562,2
1981.93,1993.00,1443.27,0.172,3.16,1.373,2
1981.08,1987.00,418.50,0.000,2.62,4.734,2
1989.33,2002.00,393.46,0.000,2.59,5.056,2
1987.20,1990.00,394.30,0.000,2.60,5.040,2
1985.61,1993.00,381.66,0.000,2.58,5.203,2
1983.66,1987.00,429.20,0.000,2.63,4.622,2
1990.45,1992.00,570.66,0.000,2.76,3.488,2
1973.56,1976.00,455.56,0.266,2.66,4.332,2
1978.27,2007.00,1505.54,0.203,3.18,1.314,2
1979.97,2002.00,606.58,0.094,2.78,3.264,2
1974.73,1977.00,480.23,0.219,2.68,4.112,2
1979.35,1987.00,477.07,0.000,2.68,4.149,2
1989.86,2018.00,431.38,0.000,2.63,4.613,2
1990.55,2001.00,416.27,0.000,2.62,4.782,2
1985.69,1988.00,416.52,0.000,2.62,4.767,2
1978.00,1986.00,370.69,0.000,2.57,5.336,2
1989.55,1992.00,366.97,0.000,2.56,5.422,2
1989.74,2021.00,751.96,0.250,2.88,2.646,2
1972.47,1976.00,610.21,0.141,2.79,3.232,2
1976.77,1992.00,1719.19,0.062,3.24,1.150,2
1974.71,1989.00,1272.36,0.312,3.10,1.552,2
1983.65,1989.00,1420.05,0.422,3.15,1.397,2
1996.18,2005.00,381.85,0.000,2.58,5.228,2
1975.56,1984.00,395.61,0.000,2.60,4.994,2
1976.28,1984.00,381.24,0.000,2.58,5.184,2
1976.83,1985.00,384.77,0.000,2.59,5.138,2
1983.52,1988.00,378.61,0.000,2.58,5.239,2
2001.91,2029.00,368.77,0.062,2.57,5.429,2
1987.80,1990.00,503.87,0.125,2.70,3.945,2
1976.27,1985.00,976.83,0.156,2.99,2.023,2
1981.77,2006.00,1594.53,0.156,3.20,1.243,2
1973.63,1989.00,529.92,0.078,2.72,3.724,2
1975.30,1978.00,395.58,0.031,2.60,4.993,2
1989.86,1993.00,333.97,0.000,2.52,5.958,2
1975.60,1986.00,417.00,0.000,2.62,4.738,2
1985.52,1988.00,343.57,0.000,2.54,5.779,2
1984.22,1988.00,370.66,0.000,2.57,5.353,2
1985.64,1993.00,391.32,0.000,2.59,5.074,2
1984.75,1988.00,367.18,0.000,2.56,5.405,2
1989.86,1992.00,448.84,0.000,2.65,4.433,2
1989.21,2020.00,593.25,0.453,2.77,3.353,2
1974.34,1992.00,1370.09,0.125,3.14,1.441,2
1978.33,2001.00,1111.78,0.156,3.05,1.779,2
1980.73,2001.00,776.25,0.078,2.89,2.552,2
1975.55,1984.00,1337.67,0.266,3.13,1.477,2
1984.72,1988.00,795.71,0.016,2.90,2.494,2
1977.44,1987.00,378.34,0.000,2.58,5.227,2
1988.16,1990.00,391.78,0.000,2.59,5.075,2
1984.61,1988.00,458.32,0.000,2.66,4.330,2
1986.11,1989.00,309.45,0.000,2.49,6.418,2
1987.78,1990.00,409.71,0.000,2.61,4.852,2
1989.43,1992.00,482.94,0.000,2.68,4.119,2
1974.98,1984.00,459.46,0.234,2.66,4.299,2
1975.92,2000.00,1278.15,0.188,3.11,1.546,2
1978.48,1993.00,852.36,0.172,2.93,2.321,2
1974.89,1985.00,1742.03,0.109,3.24,1.134,2
1984.00,1988.00,349.19,0.000,2.54,5.682,2
1979.10,1989.00,430.66,0.000,2.63,4.596,2
1987.23,1989.00,394.12,0.000,2.60,5.042,2
1985.11,1988.00,379.58,0.000,2.58,5.230,2
1977.11,1987.00,389.47,0.000,2.59,5.076,2
1993.22,2001.00,397.35,0.000,2.60,5.016,2
1983.07,1988.00,347.89,0.000,2.54,5.700,2
1986.73,1989.00,431.63,0.000,2.64,4.603,2
1976.22,1985.00,879.39,0.234,2.94,2.247,2
1969.66,1992.00,1395.55,0.156,3.14,1.411,2
1975.21,1988.00,1104.46,0.047,3.04,1.788,2
1979.85,1989.00,1380.65,0.281,3.14,1.434,2
1988.02,1991.00,692.04,0.000,2.84,2.873,2
1985.36,1992.00,439.26,0.000,2.64,4.520,2
1985.08,1988.00,383.12,0.000,2.58,5.181,2
1985.63,1988.00,301.16,0.000,2.48,6.593,2
1987.30,1990.00,363.42,0.000,2.56,5.468,2
1987.44,1990.00,663.75,0.016,2.82,2.994,2
1987.13,1990.00,342.56,0.000,2.53,5.801,2
1977.94,1987.00,647.26,0.422,2.81,3.056,2
1976.58,2004.00,1399.47,0.297,3.15,1.412,2
1976.43,2001.00,1457.57,0.125,3.16,1.356,2
1981.86,2005.00,967.13,0.297,2.99,2.049,2
1978.41,1987.00,1226.14,0.141,3.09,1.614,2
1985.86,1989.00,454.25,0.000,2.66,4.372,2
1986.65,1990.00,403.26,0.000,2.61,4.926,2
1978.64,1986.00,384.41,0.000,2.58,5.147,2
1983.49,1988.00,402.17,0.000,2.60,4.932,2
1978.72,1987.00,425.65,0.000,2.63,4.649,2
1985.52,1991.00,321.97,0.000,2.51,6.167,2
1991.25,2001.00,355.61,0.000,2.55,5.600,2
1976.37,2002.00,1308.36,0.109,3.12,1.511,2
1978.81,1990.00,1291.74,0.078,3.11,1.532,2
1977.07,1992.00,1210.12,0.125,3.08,1.634,2
1978.80,1986.00,1355.18,0.188,3.13,1.460,2
1986.13,1989.00,473.31,0.000,2.68,4.196,2
1985.33,1990.00,414.26,0.000,2.62,4.792,2
1974.14,1976.00,368.40,0.000,2.57,5.359,2
1977.77,2006.00,393.38,0.000,2.59,5.028,2
1985.41,1992.00,421.39,0.000,2.62,4.712,2
1982.66,1987.00,426.32,0.000,2.63,4.651,2
1990.98,1993.00,361.29,0.031,2.56,5.511,2
1984.61,1988.00,541.03,0.000,2.73,3.668,2
1983.96,1988.00,467.03,0.125,2.67,4.248,2
1972.03,1974.00,523.04,0.094,2.72,3.770,2
1975.44,2000.00,1336.25,0.141,3.13,1.478,2
1978.17,1991.00,727.22,0.078,2.86,2.720,2
1984.80,1988.00,764.33,0.328,2.88,2.597,2
1985.14,1988.00,385.77,0.000,2.59,5.146,2
1976.24,2004.00,386.64,0.000,2.59,5.111,2
1969.85,1977.00,377.27,0.000,2.58,5.221,2
1978.96,2007.00,393.41,0.000,2.59,5.030,2
1987.63,1990.00,355.66,0.000,2.55,5.588,2
1989.09,1991.00,481.83,0.000,2.68,4.128,2
1988.98,1991.00,424.54,0.000,2.63,4.685,2
1990.45,1993.00,413.20,0.031,2.62,4.817,2
1980.77,1989.00,618.73,0.156,2.79,3.201,2
1972.55,1991.00,741.50,0.438,2.87,2.660,2
1970.34,1992.00,1540.91,0.156,3.19,1.279,2
1980.06,2000.00,659.27,0.234,2.82,3.003,2
1972.41,1975.00,695.30,0.172,2.84,2.837,2
1987.97,1991.00,1119.80,0.109,3.05,1.775,2
1986.69,1992.00,361.39,0.000,2.56,5.497,2
1976.20,1986.00,398.54,0.000,2.60,4.959,2
1980.85,1990.00,427.41,0.000,2.63,4.635,2
1986.17,1988.00,402.49,0.000,2.60,4.935,2
1987.27,1989.00,388.24,0.000,2.59,5.119,2
1984.88,1988.00,381.43,0.000,2.58,5.204,2
1978.27,1988.00,553.29,0.109,2.74,3.575,2
1977.34,2000.00,1459.01,0.141,3.16,1.355,2
1978.18,1990.00,487.70,0.234,2.69,4.056,2
1981.13,1988.00,1092.62,0.188,3.04,1.813,2
1977.22,1986.00,369.40,0.000,2.57,5.352,2
1979.74,1986.00,396.61,0.000,2.60,4.992,2
1982.96,1987.00,398.29,0.000,2.60,4.979,2
1985.52,1989.00,408.37,0.000,2.61,4.862,2
1984.88,1988.00,411.92,0.016,2.61,4.819,2
1985.48,2019.00,799.09,0.297,2.90,2.485,2
1981.04,1990.00,1390.03,0.094,3.14,1.425,2
1992.97,2005.00,1058.31,0.203,3.02,1.883,2
2011.93,2021.00,602.91,0.000,2.78,3.337,2
1986.76,1992.00,375.13,0.000,2.57,5.296,2
2028.78,2041.00,441.49,0.000,2.64,4.595,2
1988.51,2005.00,390.42,0.000,2.59,5.093,2
1866.52,1888.00,339.70,0.000,2.53,5.495,2